Store,Dept,SKU_ID,Total_Sales,Avg_Weekly_Demand,Demand_StdDev,Weeks_Observed,Store_Size,Forecasted_Weekly_Demand,Lead_Time_Weeks,Safety_Stock_Value,Reorder_Point_Value,Stock_Cover_Weeks,Current_Stock_Value,Stock_Status,Cumulative_Sales,Cumulative_Sales_Percentage,ABC_Class,Action_Recommendation
7,97,7_97,595420.84,4545.1972519083965,1571.251002024063,131,70713,4237.556640625,2,3666.43938697533,12141.55266822533,5,22725.986259541984,Stock Sufficient,5940656188.519991,0.9618121282908072,C,Stock Sufficient
19,30,19_30,594117.4,4535.247328244275,1109.1923792657744,131,203819,4005.488525390625,4,3660.3348515770554,19682.288953139556,5,22676.236641221374,Stock Sufficient,5941250305.919991,0.9619083178871775,C,Stock Sufficient
13,52,13_52,593870.4,4533.3618320610685,1219.7649703193467,131,219622,3967.168701171875,2,2846.2634704898396,10780.60087283359,3,13600.085496183205,Stock Sufficient,5941844176.31999,0.9620044674934207,C,Stock Sufficient
39,44,39_44,592664.22,4524.154351145038,1319.5549888405558,131,184109,5053.78125,4,4354.531463173834,24569.656463173833,3,13572.463053435114,Reorder Required,5942436840.53999,0.9621004218150834,C,Reorder Required - Low Priority
13,30,13_30,590692.41,4509.102366412214,796.7475891299305,131,219622,4324.3271484375,1,1314.6335220643853,5638.960670501885,4,18036.409465648856,Stock Sufficient,5943027532.94999,0.9621960568941046,C,Stock Sufficient
44,79,44_79,589361.75,4498.944656488549,471.1167915092784,131,39910,4878.1962890625,3,1346.3970616682916,15980.985928855791,3,13496.833969465648,Reorder Required,5943616894.69999,0.9622914765348164,C,Reorder Required - Low Priority
3,42,3_42,589354.48,4498.8891603053435,1101.3970214735584,131,37392,5198.109375,2,2570.0574987866416,12966.276248786642,7,31492.224122137406,Stock Sufficient,5944206249.17999,0.9623868949984907,C,Review Overstock Risk
28,44,28_44,588939.76,4495.723358778626,962.1918506375154,131,206302,4692.75341796875,3,2749.8325336892867,16828.09278759554,4,17982.893435114504,Stock Sufficient,5944795188.93999,0.9624822463176085,C,Stock Sufficient
31,24,31_24,588653.96,4493.541679389313,2071.024219608465,131,203750,5433.99267578125,1,3417.189962353967,8851.182638135217,6,26961.250076335877,Stock Sufficient,5945383842.89999,0.9625775513647493,C,Review Overstock Risk
7,34,7_34,587969.09,4488.313664122137,1146.4315678508392,131,70713,3967.690673828125,3,3276.368242815525,15179.4402642999,6,26929.881984732823,Stock Sufficient,5945971811.98999,0.9626727455291441,C,Review Overstock Risk
2,37,2_37,587466.83,4484.47961832061,572.951362397307,131,202307,4557.63037109375,2,1336.9547190159826,10452.215461203483,8,35875.83694656488,Stock Sufficient,5946559278.81999,0.9627678583759629,C,Review Overstock Risk
17,20,17_20,586030.12,4473.512366412214,2544.510134567792,131,93188,4763.74658203125,4,8396.883444073714,27451.869772198712,3,13420.53709923664,Reorder Required,5947145308.93999,0.9628627386146222,C,Reorder Required - Low Priority
45,42,45_42,585876.97,4472.343282442748,518.1044748228394,131,118221,4615.2041015625,2,1208.9721187840712,10439.380321909071,1,4472.343282442748,Reorder Required,5947731185.90999,0.9629575940577838,C,Reorder Required - Low Priority
8,24,8_24,584219.21,4459.688625954198,2190.123067527261,131,155078,4776.0693359375,2,5110.54787984931,14662.68655172431,7,31217.820381679387,Stock Sufficient,5948315405.11999,0.9630521811040506,C,Review Overstock Risk
29,24,29_24,583938.79,4457.548015267176,1765.0765615726007,131,93638,5350.20654296875,3,5044.3837684229875,21095.003397329237,8,35660.38412213741,Stock Sufficient,5948899343.90999,0.9631467227493804,C,Review Overstock Risk
9,32,9_32,581841.88,4441.54106870229,2885.9279312631843,131,125833,3527.03515625,1,4761.781086584254,8288.816242834255,7,31090.787480916035,Stock Sufficient,5949481185.78999,0.9632409248979601,C,Review Overstock Risk
40,12,40_12,581448.82,4438.540610687022,1246.959125889091,131,155083,5146.35107421875,3,3563.6643256526086,19002.717548308858,6,26631.243664122136,Stock Sufficient,5950062634.60999,0.9633350634088096,C,Review Overstock Risk
17,56,17_56,580598.67,4466.143615384615,6386.8871207470365,130,93188,1052.7076416015625,1,10538.363749232609,11591.071390834171,2,8932.28723076923,Reorder Required,5950643233.27999,0.9634290642775275,C,Reorder Required - Low Priority
34,26,34_26,579379.51,4422.744351145038,1214.3721054786988,131,158114,4757.72998046875,3,3470.5344068727713,17743.72434827902,2,8845.488702290077,Reorder Required,5951222612.78999,0.9635228677601593,C,Reorder Required - Low Priority
15,20,15_20,579130.3099999999,4420.842061068702,761.3641349362719,131,123737,4209.3037109375,4,2512.501645289697,19349.716489039696,2,8841.684122137403,Reorder Required,5951801743.099991,0.9636166308964768,C,Reorder Required - Low Priority
31,29,31_29,578569.08,4416.5578625954195,1197.469202799103,131,203750,4209.88330078125,2,2794.237358752273,11214.003960314772,4,17666.231450381678,Stock Sufficient,5952380312.179991,0.963710303167778,C,Stock Sufficient
34,21,34_21,576246.23,4398.826183206107,664.6819306989079,131,158114,4041.1943359375,3,1899.5837434917482,14023.166751304248,6,26392.957099236643,Stock Sufficient,5952956558.40999,0.9638035993618863,C,Review Overstock Risk
4,35,4_35,574984.84,4389.1972519083965,847.7598535326033,131,205863,3709.443603515625,4,2797.6075166575906,17635.38193072009,3,13167.591755725189,Reorder Required,5953531543.24999,0.9638966913327303,C,Reorder Required - Low Priority
25,56,25_56,572511.51,4370.316870229008,5383.126594008225,131,128107,2611.1689453125,4,17764.317760227143,28208.993541477143,8,34962.53496183206,Stock Sufficient,5954104054.759991,0.9639893828631656,C,Review Overstock Risk
34,18,34_18,571183.3,5145.795495495496,7921.974771688241,111,158114,4107.4658203125,1,13071.258373285596,17178.724193598096,6,30874.772972972976,Stock Sufficient,5954675238.059991,0.9640818593519547,C,Review Overstock Risk
15,81,15_81,570610.78,4355.807480916031,446.4208000570823,131,123737,4215.76123046875,1,736.5943200941858,4952.355550562936,5,21779.037404580155,Stock Sufficient,5955245848.839991,0.9641742431478387,C,Stock Sufficient
32,44,32_44,565853.94,4319.495725190839,1179.14272058007,131,203007,4483.43896484375,4,3891.170977914231,21824.926837289233,2,8638.991450381678,Reorder Required,5955811702.77999,0.9642658567953991,C,Reorder Required - Low Priority
10,27,10_27,565695.55,4318.286641221374,1597.6261520141065,131,126512,3584.744140625,1,2636.0831508232754,6220.827291448275,6,25909.719847328248,Stock Sufficient,5956377398.32999,0.9643574447990882,C,Review Overstock Risk
22,35,22_35,565664.0,4318.045801526718,1226.5990104957527,131,119557,4566.9912109375,1,2023.8883673179919,6590.879578255492,5,21590.22900763359,Stock Sufficient,5956943062.32999,0.9644490276947267,C,Stock Sufficient
41,12,41_12,565414.45,4316.140839694656,916.5605687804463,131,196321,4497.0068359375,1,1512.3249384877363,6009.331774425236,7,30212.985877862593,Stock Sufficient,5957508476.77999,0.9645405701873847,C,Review Overstock Risk
21,44,21_44,564778.2,4311.283969465649,889.9654369024927,131,140167,4267.40087890625,2,2076.6919650028235,10611.493722815323,7,30178.98778625954,Stock Sufficient,5958073254.97999,0.9646320096690372,C,Review Overstock Risk
3,32,3_32,564136.07,4339.50823076923,3143.9345633636126,130,37392,4117.78125,1,5187.4920295499605,9305.273279549961,3,13018.52469230769,Stock Sufficient,5958637391.04999,0.9647233451876926,C,Stock Sufficient
27,85,27_85,562882.72,4296.814656488549,2070.7225779650694,131,204184,3664.999755859375,2,4831.932523556127,12161.932035274876,2,8593.629312977098,Reorder Required,5959200273.76999,0.9648144777847865,C,Reorder Required - Low Priority
45,71,45_71,561416.82,4285.624580152671,1292.5909452242747,131,118221,3198.658203125,1,2132.775059620053,5331.433262745053,5,21428.122900763356,Stock Sufficient,5959761690.58999,0.9649053730477619,C,Stock Sufficient
41,29,41_29,559808.55,4273.347709923664,1365.4816236211393,131,196321,4562.357421875,2,3186.2863416388113,12311.001185388812,7,29913.433969465652,Stock Sufficient,5960321499.13999,0.9649960079264394,C,Review Overstock Risk
11,12,11_12,559288.72,4269.379541984733,622.1881940153608,131,207499,4026.71826171875,3,1778.141580441809,13858.296365598058,3,12808.138625954198,Reorder Required,5960880787.85999,0.9650865586428993,C,Reorder Required - Low Priority
10,50,10_50,559199.42,4268.69786259542,478.0212584217239,131,126512,4178.4345703125,2,1115.4398421583826,9472.308982783383,5,21343.4893129771,Stock Sufficient,5961439987.27999,0.9651770949013901,C,Stock Sufficient
3,25,3_25,558410.31,4262.674122137405,982.5048552331551,131,37392,4440.8271484375,2,2292.628290757435,11174.282587632435,3,12788.022366412215,Stock Sufficient,5961998397.589991,0.9652675034003299,C,Stock Sufficient
15,33,15_33,557977.35,4259.3690839694655,1647.375294909801,131,123737,5426.0732421875,2,3844.0717992266987,14696.218283601698,3,12778.107251908397,Reorder Required,5962556374.939991,0.9653578418015959,C,Reorder Required - Low Priority
40,26,40_26,557369.82,4254.731450381679,1216.7357771886866,131,155083,4855.568359375,4,4015.2280647226657,23437.501502222665,4,17018.925801526715,Reorder Required,5963113744.759991,0.9654480818417206,C,Reorder Required - Low Priority
11,35,11_35,555620.59,4241.37854961832,1084.9140667757424,131,207499,3235.6044921875,3,3100.558371077903,12807.371847640403,2,8482.75709923664,Reorder Required,5963669365.349991,0.9655380386756514,C,Reorder Required - Low Priority
15,71,15_71,555369.96,4239.46534351145,1267.427989268817,131,123737,3872.060546875,4,4182.512364587096,19670.754552087095,5,21197.326717557247,Stock Sufficient,5964224735.309991,0.9656279549317458,C,Stock Sufficient
24,12,24_12,555285.57,4238.821145038168,1127.997745798785,131,203819,4852.4853515625,1,1861.1962805679952,6713.681632130495,7,29671.748015267174,Stock Sufficient,5964780020.879991,0.9657178575248168,C,Review Overstock Risk
24,30,24_30,554333.77,4231.555496183206,1184.9122030982296,131,203819,3557.729248046875,4,3910.2102702241573,18141.127262411657,1,4231.555496183206,Reorder Required,5965334354.649991,0.9658076060182808,C,Reorder Required - Low Priority
17,85,17_85,553921.13,4228.405572519084,1440.024668953311,131,93188,3618.885986328125,3,4115.423219786484,14972.081178770859,2,8456.811145038168,Reorder Required,5965888275.779991,0.9658972877039471,C,Reorder Required - Low Priority
16,12,16_12,553114.3,4222.246564885497,1146.1526464432554,131,57197,4826.34765625,3,3275.5711178342563,17754.614086584257,7,29555.72595419848,Stock Sufficient,5966441390.079991,0.9659868387611349,C,Review Overstock Risk
24,83,24_83,552641.54,4218.637709923664,918.4754771874507,131,203819,4404.869140625,4,3030.969074718587,20650.44563721859,2,8437.275419847329,Reorder Required,5966994031.619991,0.9660763132768957,C,Reorder Required - Low Priority
14,41,14_41,552608.92,4218.388702290076,2825.5189597521858,131,200898,4409.46484375,3,8075.004953465912,21303.399484715912,1,4218.388702290076,Reorder Required,5967546640.539991,0.9661657825113693,C,Reorder Required - Low Priority
12,21,12_21,550961.28,4205.811297709924,615.7814923298647,131,112238,3894.351806640625,1,1016.0394623442767,4910.391268984902,5,21029.056488549617,Stock Sufficient,5968097601.819991,0.96625498498741,C,Stock Sufficient
15,6,15_6,549972.59,4198.264045801527,3483.2530587141086,131,123737,2601.5751953125,1,5747.3675468782785,8348.942742190779,3,12594.79213740458,Stock Sufficient,5968647574.409991,0.9663440273912293,C,Stock Sufficient
34,42,34_42,549447.86,4194.2584732824425,545.5630185688535,131,158114,4367.9072265625,3,1559.15573037163,14662.877410059129,2,8388.516946564885,Reorder Required,5969197022.269991,0.9664329848395045,C,Reorder Required - Low Priority
5,3,5_3,546904.98,4174.847175572519,2544.637614943138,131,34875,5337.951171875,3,7272.278699288466,23286.132214913465,1,4174.847175572519,Reorder Required,5969743927.24999,0.9665215305869933,C,Reorder Required - Low Priority
20,58,20_58,546627.59,4204.8276153846155,1767.5218938261373,130,203742,5655.60546875,2,4124.428166166497,15435.639103666497,1,4204.8276153846155,Reorder Required,5970290554.839991,0.9666100314241123,C,Reorder Required - Low Priority
19,83,19_83,545347.86,4162.960763358778,1071.292942181132,131,203819,3766.444091796875,2,2499.811063376769,10032.699246970518,3,12488.882290076335,Stock Sufficient,5970835902.69999,0.9666983250686593,C,Stock Sufficient
26,32,26_32,544162.34,4153.910992366412,2046.703018020353,131,152513,3532.83251953125,3,5849.239465106087,16447.737023699836,4,16615.643969465647,Stock Sufficient,5971380065.03999,0.9667864267735489,C,Stock Sufficient
32,24,32_24,543949.84,4152.288854961832,1580.300488294573,131,203007,4449.58837890625,4,5214.99161137209,23013.34512699709,4,16609.155419847328,Reorder Required,5971924014.879991,0.9668744940739769,C,Reorder Required - Low Priority
6,52,6_52,542469.15,4140.985877862596,954.6803015273836,131,202505,4146.732421875,2,2227.701019748262,10521.165863498261,3,12422.957633587786,Stock Sufficient,5972466484.02999,0.9669623216457359,C,Stock Sufficient
29,32,29_32,540758.27,4127.92572519084,2592.8565439055615,131,93638,3104.984619140625,4,8556.426594888353,20976.365071450855,4,16511.70290076336,Reorder Required,5973007242.299991,0.9670498722202946,C,Reorder Required - Low Priority
13,31,13_31,539404.08,4117.588396946565,2106.6366069688565,131,219622,5035.03076171875,1,3475.9504014986132,8510.981163217362,1,4117.588396946565,Reorder Required,5973546646.379991,0.9671372035469578,C,Reorder Required - Low Priority
2,52,2_52,538323.74,4109.341526717557,983.2793160827258,131,202307,3967.404541015625,4,3244.821743072995,19114.439907135496,5,20546.707633587786,Stock Sufficient,5974084970.11999,0.9672243599629576,C,Stock Sufficient
1,20,1_20,535517.12,4087.9169465648856,919.2623246669818,131,151315,3857.181396484375,2,2145.054857422397,9859.417650391148,8,32703.335572519085,Stock Sufficient,5974620487.23999,0.9673110619777819,C,Review Overstock Risk
17,21,17_21,535038.09,4084.2602290076334,922.7241456357247,131,93188,3967.17919921875,3,2637.0384176592374,14538.576015315488,3,12252.7806870229,Reorder Required,5975155525.32999,0.9673976864360453,C,Reorder Required - Low Priority
29,33,29_33,534092.84,4077.0445801526716,1606.7322106577112,131,93638,4388.61181640625,3,4591.854007977417,17757.689457196167,7,28539.3120610687,Stock Sufficient,5975689618.169991,0.9674841578551687,C,Review Overstock Risk
29,26,29_26,532362.19,4063.833511450381,1329.5338401015852,131,93638,4628.01953125,3,3799.6532663728667,17683.711860122865,3,12191.500534351144,Reorder Required,5976221980.35999,0.9675703490762622,C,Reorder Required - Low Priority
7,67,7_67,529594.58,4042.7067175572515,1471.687964550828,131,70713,3707.901611328125,3,4205.913240357936,15329.61807434231,6,24256.24030534351,Stock Sufficient,5976751574.93999,0.9676560922120299,C,Review Overstock Risk
2,19,2_19,529162.34,4039.407175572519,853.5239941436225,131,202307,3706.57861328125,3,2439.2724235041937,13559.008263347943,2,8078.814351145038,Reorder Required,5977280737.27999,0.9677417653666942,C,Reorder Required - Low Priority
20,37,20_37,526591.95,4019.785877862595,502.68360087843325,131,203742,4429.55615234375,2,1172.9882438089599,10032.100548496459,8,32158.28702290076,Stock Sufficient,5977807329.22999,0.9678270223666109,C,Review Overstock Risk
9,26,9_26,526137.32,4016.315419847328,1131.593374940677,131,125833,4759.3388671875,1,1867.129068652117,6626.467935839617,4,16065.261679389312,Stock Sufficient,5978333466.54999,0.9679122057604084,C,Stock Sufficient
17,42,17_42,526065.29,4015.7655725190843,780.9092590240413,131,93188,4524.58203125,2,1822.2145674059639,10871.378629905965,3,12047.296717557252,Stock Sufficient,5978859531.83999,0.9679973774923077,C,Stock Sufficient
14,35,14_35,525835.52,4014.0116030534355,986.9954305480829,131,200898,3424.994384765625,2,2303.1068344042624,9153.095603935511,6,24084.069618320613,Stock Sufficient,5979385367.35999,0.9680825120236748,C,Review Overstock Risk
10,37,10_37,525077.58,4008.225801526717,402.94816935060845,131,126512,3881.672607421875,1,664.864479428504,4546.537086850379,4,16032.903206106868,Stock Sufficient,5979910444.93999,0.968167523842018,C,Stock Sufficient
45,21,45_21,525002.34,4007.6514503816793,639.5681012456431,131,118221,3651.44921875,3,1827.8113363253856,12782.158992575385,2,8015.302900763359,Reorder Required,5980435447.27999,0.9682525234787532,C,Reorder Required - Low Priority
13,19,13_19,524916.58,4006.9967938931295,940.7122652186049,131,219622,3175.633056640625,3,2688.4463737920237,12215.345543713898,2,8013.993587786259,Reorder Required,5980960363.85999,0.9683375092306573,C,Reorder Required - Low Priority
40,6,40_6,524744.94,4005.686564885496,2630.313477160753,131,155083,3657.89501953125,1,4340.017237315242,7997.912256846492,6,24034.119389312975,Stock Sufficient,5981485108.79999,0.9684224671934706,C,Review Overstock Risk
26,56,26_56,524690.53,4005.271221374046,5122.461206036535,131,152513,2281.33740234375,3,14639.399063282111,21483.41127031336,1,4005.271221374046,Reorder Required,5982009799.329989,0.9685074163471227,C,Reorder Required - Low Priority
25,44,25_44,522102.29,3985.5136641221375,984.8673175151806,131,128107,3633.347412109375,3,2814.6363838730977,13714.678620201223,3,11956.540992366412,Reorder Required,5982531901.619989,0.9685919464560525,C,Reorder Required - Low Priority
44,82,44_82,520045.85,3969.8156488549616,1170.891719173632,131,39910,4318.71240234375,3,3346.2725138211604,16302.40972085241,7,27788.709541984732,Stock Sufficient,5983051947.46999,0.9686761436204607,C,Review Overstock Risk
21,31,21_31,519337.02,3964.404732824428,2249.3625209526945,131,140167,4249.3173828125,2,5248.780323311309,13747.415088936308,8,31715.237862595422,Stock Sufficient,5983571284.48999,0.9687602260229187,C,Review Overstock Risk
2,31,2_31,517499.78,3950.38,2077.265407269115,131,202307,3990.760986328125,4,6854.975843988079,22818.01978930058,2,7900.76,Reorder Required,5984088784.26999,0.9688440109700687,C,Reorder Required - Low Priority
3,96,3_96,517184.12,3947.9703816793894,801.5186949740664,131,37392,4215.2392578125,1,1322.5058467072095,5537.7451045197095,7,27635.792671755727,Stock Sufficient,5984605968.38999,0.9689277448108078,C,Review Overstock Risk
25,32,25_32,516375.78,3941.7998473282446,1938.8281751745683,131,128107,3165.7177734375,3,5540.945695804866,15038.099016117365,7,27592.59893129771,Stock Sufficient,5985122344.16999,0.9690113477785942,C,Review Overstock Risk
16,81,16_81,515847.63,3937.768167938931,602.14223952204,131,57197,3819.84765625,2,1405.0702406561331,9044.765553156132,1,3937.768167938931,Reorder Required,5985638191.79999,0.9690948652371273,C,Reorder Required - Low Priority
6,83,6_83,515488.99,3935.030458015267,630.9598374526307,131,202505,3815.93310546875,2,1472.3147330730858,9104.180944010586,2,7870.060916030534,Reorder Required,5986153680.789989,0.9691783246306436,C,Reorder Required - Low Priority
4,31,4_31,515277.5,3933.416030534351,2700.876227729318,131,205863,3160.218505859375,4,8912.89155150675,21553.76557494425,6,23600.49618320611,Stock Sufficient,5986668958.289989,0.9692617497832207,C,Review Overstock Risk
5,82,5_82,514804.18,3929.8029007633586,1499.631364767041,131,34875,4075.73193359375,3,4285.772232060612,16512.96803284186,3,11789.408702290075,Reorder Required,5987183762.46999,0.969345098303705,C,Reorder Required - Low Priority
34,49,34_49,514500.14,3927.4819847328245,1222.5327229337154,131,158114,2411.75341796875,4,4034.3579856812607,13681.371657556261,5,19637.409923664123,Stock Sufficient,5987698262.60999,0.9694283975990953,C,Stock Sufficient
11,37,11_37,512656.2,3913.406106870229,448.04179032175887,131,207499,4062.92138671875,4,1478.5379080618043,17730.223454936804,5,19567.030534351146,Stock Sufficient,5988210918.80999,0.9695113983544252,C,Stock Sufficient
25,20,25_20,512382.11,3911.3138167938932,870.1313901885586,131,128107,3401.842529296875,1,1435.7167938111215,4837.5593231079965,7,27379.196717557254,Stock Sufficient,5988723300.91999,0.9695943547336665,C,Review Overstock Risk
20,31,20_31,511805.71,3906.913816793893,1673.2523541697321,131,203742,4181.7626953125,3,4781.960850655245,17327.248936592747,5,19534.569083969465,Stock Sufficient,5989235106.62999,0.9696772177918179,C,Stock Sufficient
14,31,14_31,511348.04,3903.4201526717557,2332.742543189482,131,200898,4173.39306640625,2,5443.343634470397,13790.129767282897,7,27323.94106870229,Stock Sufficient,5989746454.66999,0.9697600067516639,C,Review Overstock Risk
16,44,16_44,510010.2,3893.2076335877864,1001.1482841139751,131,57197,4354.3271484375,1,1651.8946687880589,6006.221817225559,6,23359.24580152672,Stock Sufficient,5990256464.869989,0.9698425791107341,C,Review Overstock Risk
29,20,29_20,508784.28,3883.849465648855,715.5498326228827,131,93638,3783.5849609375,2,1669.7014584509802,9236.87138032598,7,27186.946259541986,Stock Sufficient,5990765249.149989,0.9699249529892516,C,Review Overstock Risk
39,30,39_30,508514.12,3881.787175572519,847.6484097433458,131,184109,3900.02587890625,2,1977.947197351993,9777.998955164494,4,15527.148702290076,Stock Sufficient,5991273763.269989,0.9700072831279606,C,Stock Sufficient
27,12,27_12,508233.89,3879.6480152671757,791.0381792093222,131,204184,3663.66748046875,3,2260.695223243579,13251.69766464983,7,27157.53610687023,Stock Sufficient,5991781997.159989,0.9700895678964944,C,Review Overstock Risk
32,33,32_33,505897.9,3861.8160305343513,1564.6578442550108,131,203007,3820.39013671875,3,4471.610356472936,15932.780766629185,2,7723.632061068703,Reorder Required,5992287895.059989,0.9701714744604252,C,Reorder Required - Low Priority
21,6,21_6,505789.5,3860.9885496183206,2808.908198880599,131,140167,2445.3369140625,2,6554.453516024578,11445.127344149578,8,30887.908396946565,Stock Sufficient,5992793684.559989,0.9702533634740332,C,Review Overstock Risk
6,37,6_37,505134.74,3855.9903816793894,358.55351441892327,131,202505,4088.78076171875,2,836.6675508308342,9014.229074268334,8,30847.923053435115,Stock Sufficient,5993298819.299989,0.9703351464798048,C,Review Overstock Risk
41,83,41_83,504946.44,3854.5529770992366,580.019973479289,131,196321,3639.068603515625,2,1353.448986353794,8631.586193385045,4,15418.211908396946,Stock Sufficient,5993803765.739988,0.9704168989991758,C,Stock Sufficient
2,35,2_35,504861.66,3853.9058015267174,951.2166308979533,131,202307,2610.467529296875,1,1569.507440981623,4179.9749702784975,6,23123.434809160302,Stock Sufficient,5994308627.399988,0.9704986377923811,C,Review Overstock Risk
25,26,25_26,503999.91,3847.3275572519083,1100.5866803301506,131,128107,4552.35302734375,3,3145.348879967888,16802.40796199914,8,30778.620458015266,Stock Sufficient,5994812627.309988,0.9705802370653759,C,Review Overstock Risk
18,58,18_58,503222.44,3841.392671755725,2364.624974257286,131,120653,4721.220703125,2,5517.739769059294,14960.181175309295,7,26889.748702290075,Stock Sufficient,5995315849.749988,0.9706617104633745,C,Review Overstock Risk
18,35,18_35,502472.23,3835.665877862595,1211.498914641166,131,120653,3755.99560546875,1,1998.9732091579237,5754.9688146266735,8,30685.32702290076,Stock Sufficient,5995818321.979987,0.970743062399862,C,Review Overstock Risk
26,44,26_44,501925.58,3831.4929770992367,970.2085261115419,131,152513,4020.404296875,3,2772.743260916815,14833.956151541815,3,11494.47893129771,Reorder Required,5996320247.559987,0.9708243258318843,C,Reorder Required - Low Priority
40,56,40_56,500667.07,3821.886030534351,4408.505177068645,131,155083,2312.9697265625,4,14548.067084326527,23799.945990576525,3,11465.658091603053,Reorder Required,5996820914.629987,0.9709053855069235,C,Reorder Required - Low Priority
28,30,28_30,499453.31,3812.6206870229007,785.321778390323,131,206302,2993.8681640625,4,2591.5618686880657,14567.034524938066,3,11437.862061068703,Reorder Required,5997320367.939987,0.9709862486701548,C,Reorder Required - Low Priority
18,12,18_12,498874.76,3808.2042748091603,893.7295968916138,131,120653,3777.3828125,4,2949.3076697423253,18058.838919742324,1,3808.2042748091603,Reorder Required,5997819242.699987,0.9710670181642039,C,Reorder Required - Low Priority
25,6,25_6,498611.64,3835.474153846154,3708.5789058067794,130,128107,2652.22314453125,2,8653.792266442488,13958.238555504988,5,19177.37076923077,Stock Sufficient,5998317854.339988,0.9711477450582441,C,Stock Sufficient
23,36,23_36,497652.52,3798.8741984732824,2215.854576053066,131,114533,2185.63330078125,3,6332.654968048043,12889.554870391792,5,18994.370992366414,Stock Sufficient,5998815506.859988,0.9712283166675447,C,Stock Sufficient
29,42,29_42,497187.12,3795.3215267175574,477.75500651158234,131,93638,3877.651611328125,2,1114.818556005538,8870.121778661789,6,22771.929160305343,Stock Sufficient,5999312693.979988,0.971308812927027,C,Review Overstock Risk
8,20,8_20,495631.29,3783.444961832061,800.3508842678117,131,155078,3825.714111328125,2,1867.5806740615837,9519.008896717834,7,26484.114732824426,Stock Sufficient,5999808325.269988,0.9713890572924228,C,Review Overstock Risk
35,36,35_36,495121.48,3779.553282442748,2605.251339020551,131,103681,1525.5841064453125,2,6079.229932105322,9130.398144995946,1,3779.553282442748,Reorder Required,6000303446.749988,0.9714692191178724,C,Reorder Required - Low Priority
40,18,40_18,494689.43,4711.327904761904,6923.766785909589,105,155083,3837.36181640625,2,16156.28007071383,23831.00370352633,4,18845.311619047618,Reorder Required,6000798136.179988,0.9715493109929806,C,Reorder Required - Low Priority
16,42,16_42,491538.7,3752.203816793893,605.0379766103157,131,57197,4274.46240234375,2,1411.8273052505886,9960.752109938088,5,18761.019083969466,Stock Sufficient,6001289674.879988,0.9716288927543519,C,Stock Sufficient
12,52,12_52,491404.18,3751.1769465648854,798.4277558030898,131,112238,2985.2685546875,1,1317.405797075098,4302.674351762598,4,15004.707786259542,Stock Sufficient,6001781079.059988,0.971708452736485,C,Stock Sufficient
15,56,15_56,490330.17,3771.7705384615383,4387.320673684745,130,123737,2569.527099609375,3,12538.452821266834,20247.03412009496,8,30174.164307692306,Stock Sufficient,6002271409.229988,0.9717878388328028,C,Review Overstock Risk
29,21,29_21,490199.36,3741.979847328244,876.4393467407549,131,93638,3517.166259765625,2,2045.1294777510157,9079.461997282266,1,3741.979847328244,Reorder Required,6002761608.589988,0.9718672037505436,C,Reorder Required - Low Priority
33,8,33_8,489779.19,3738.7724427480916,666.5459572776784,131,39690,4553.341796875,2,1555.353248999633,10662.036842749632,3,11216.317328244275,Stock Sufficient,6003251387.779987,0.9719465006413545,C,Stock Sufficient
45,94,45_94,489117.89,4009.163032786885,1574.3233284795278,122,118221,4261.12548828125,1,2597.6334919912206,6858.758980272471,7,28064.141229508197,Stock Sufficient,6003740505.669988,0.9720256904654812,C,Review Overstock Risk
35,21,35_21,488087.15,3725.8561068702293,825.280946753727,131,103681,3156.303466796875,3,2358.5570749884005,11827.467475379026,8,29806.848854961834,Stock Sufficient,6004228592.819987,0.9721047134093506,C,Review Overstock Risk
4,52,4_52,487884.31,3724.307709923664,1171.2200981255303,131,205863,3230.86669921875,1,1932.5131619071249,5163.379861125875,5,18621.53854961832,Stock Sufficient,6004716477.129988,0.9721837035127449,C,Stock Sufficient
10,36,10_36,487501.5,3750.0115384615383,2952.690213950992,130,126512,1023.29052734375,4,9743.877706038273,13837.039815413273,5,18750.05769230769,Stock Sufficient,6005203978.629988,0.9722626316379183,C,Stock Sufficient
5,14,5_14,487065.96,3718.060763358779,1705.0265156425066,131,34875,3102.988037109375,3,4872.767713019171,14181.731824347296,6,22308.364580152673,Stock Sufficient,6005691044.589988,0.9723414892477075,C,Review Overstock Risk
8,44,8_44,486254.7,3711.867938931298,956.1446200981536,131,155078,4059.78173828125,3,2732.5502512995126,14911.895466143262,2,7423.735877862596,Reorder Required,6006177299.289988,0.9724202155117861,C,Reorder Required - Low Priority
42,83,42_83,485864.72,3708.890992366412,837.8576953689736,131,39690,3543.82666015625,3,2394.4999615211877,13025.979941989937,5,18544.45496183206,Stock Sufficient,6006663164.009988,0.9724988786367972,C,Stock Sufficient
32,83,32_83,483935.98,3694.167786259542,456.050113107169,131,203007,3563.647705078125,2,1064.171220878605,8191.466631034855,8,29553.342290076336,Stock Sufficient,6007147099.989987,0.9725772294923439,C,Review Overstock Risk
15,12,15_12,482444.44,3682.7819847328246,909.8837578262571,131,123737,3822.862548828125,1,1501.3082004133241,5324.170749241449,5,18413.909923664123,Stock Sufficient,6007629544.429987,0.9726553388625705,C,Stock Sufficient
